Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,1.559600,1.560100,1.555000,1.552100,1.552100,0
2003-12-02,1.553300,1.554200,1.552800,1.547500,1.547500,0
2003-12-03,1.544600,1.545100,1.538900,1.539600,1.539600,0
2003-12-04,1.550100,1.550100,1.544200,1.548200,1.548200,0
2003-12-05,1.549400,1.552600,1.549400,1.550100,1.550100,0
2003-12-08,1.546300,1.546300,1.544900,1.545100,1.545100,0
2003-12-09,1.542500,1.543700,1.542500,1.541500,1.541500,0
2003-12-10,1.540800,1.541800,1.539900,1.541800,1.541800,0
2003-12-11,1.541100,1.550400,1.541100,1.550400,1.550400,0
2003-12-12,1.541500,1.542000,1.540100,1.541300,1.541300,0
2003-12-15,1.545800,1.545800,1.544600,1.544600,1.544600,0
2003-12-16,1.539600,1.540400,1.532300,1.537000,1.537000,0
2003-12-17,1.529500,1.544200,1.529500,1.543000,1.543000,0
2003-12-18,1.540800,1.548500,1.537800,1.548500,1.548500,0
2003-12-19,1.543900,1.552300,1.542300,1.552300,1.552300,0
2003-12-22,1.555500,1.556700,1.554500,1.559600,1.559600,0
2003-12-23,1.558100,1.561500,1.553800,1.557900,1.557900,0
2003-12-24,null,null,null,null,null,null
2003-12-25,null,null,null,null,null,null
2003-12-26,null,null,null,null,null,null
2003-12-29,1.540400,1.541300,1.538900,1.538900,1.538900,0
2003-12-30,1.529100,1.532300,1.528100,1.528100,1.528100,0
2003-12-31,null,null,null,null,null,null
2004-01-01,null,null,null,null,null,null
2004-01-02,1.526500,1.526500,1.520700,1.520700,1.520700,0
2004-01-05,1.496100,1.497900,1.492800,1.490100,1.490100,0
2004-01-06,1.489900,1.489900,1.481700,1.491000,1.491000,0
2004-01-07,1.491000,1.494100,1.485000,1.487200,1.487200,0
2004-01-08,1.489200,1.489900,1.483200,1.475600,1.475600,0
2004-01-09,1.469900,1.471200,1.468200,1.469500,1.469500,0
2004-01-12,1.464100,1.468200,1.462400,1.463100,1.463100,0
2004-01-13,1.459900,1.461600,1.456500,1.459900,1.459900,0
2004-01-14,1.466900,1.468200,1.462400,1.463300,1.463300,0
2004-01-15,1.474500,1.477500,1.474500,1.483900,1.483900,0
2004-01-16,1.488500,1.493400,1.488500,1.493400,1.493400,0
2004-01-19,1.519100,1.519100,1.518400,1.529300,1.529300,0
2004-01-20,1.519800,1.523000,1.499300,1.496800,1.496800,0
2004-01-21,1.493900,1.493900,1.485400,1.486800,1.486800,0
2004-01-22,1.486100,1.486100,1.475400,1.476900,1.476900,0
2004-01-23,1.476900,1.478900,1.474700,1.478900,1.478900,0
2004-01-26,1.485900,1.486300,1.478900,1.479700,1.479700,0
