Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,8298.299805,8298.299805,8298.299805,8298.299805,8298.299805,0
2003-12-02,8286.700195,8286.700195,8286.700195,8286.700195,8286.700195,0
2003-12-03,8294.000000,8294.000000,8294.000000,8294.000000,8294.000000,0
2003-12-04,8290.599609,8290.599609,8290.599609,8290.599609,8290.599609,0
2003-12-05,8294.000000,8294.000000,8294.000000,8294.000000,8294.000000,0
2003-12-08,8274.099609,8274.099609,8274.099609,8274.099609,8274.099609,0
2003-12-09,8264.099609,8264.099609,8264.099609,8264.099609,8264.099609,0
2003-12-10,8256.599609,8256.599609,8256.599609,8256.599609,8256.599609,0
2003-12-11,8257.200195,8257.200195,8257.200195,8257.200195,8257.200195,0
2003-12-12,8259.700195,8259.700195,8259.700195,8259.700195,8259.700195,0
2003-12-15,8254.099609,8254.099609,8254.099609,8254.099609,8254.099609,0
2003-12-16,8241.099609,8241.099609,8241.099609,8241.099609,8241.099609,0
2003-12-17,8252.700195,8252.700195,8252.700195,8252.700195,8252.700195,0
2003-12-18,8252.500000,8252.500000,8252.500000,8252.500000,8252.500000,0
2003-12-19,8237.200195,8237.200195,8237.200195,8237.200195,8237.200195,0
2003-12-22,8241.000000,8241.000000,8241.000000,8241.000000,8241.000000,0
2003-12-23,8243.200195,8243.200195,8243.200195,8243.200195,8243.200195,0
2003-12-24,null,null,null,null,null,null
2003-12-25,null,null,null,null,null,null
2003-12-26,null,null,null,null,null,null
2003-12-29,8239.599609,8239.599609,8239.599609,8239.599609,8239.599609,0
2003-12-30,8239.700195,8239.700195,8239.700195,8239.700195,8239.700195,0
2003-12-31,8161.299805,8161.299805,8161.299805,8161.299805,8161.299805,0
2004-01-01,null,null,null,null,null,null
2004-01-02,8239.099609,8239.099609,8239.099609,8236.200195,8236.200195,0
2004-01-05,8731.500000,8731.500000,8731.500000,8731.500000,8731.500000,0
2004-01-06,8724.700195,8724.700195,8724.700195,8724.700195,8724.700195,0
2004-01-07,8728.700195,8728.700195,8728.700195,8728.700195,8728.700195,0
2004-01-08,8217.799805,8217.799805,8217.799805,8217.799805,8217.799805,0
2004-01-09,8236.900391,8236.900391,8236.900391,8236.900391,8236.900391,0
2004-01-12,8221.900391,8221.900391,8221.900391,8221.900391,8221.900391,0
2004-01-13,8222.900391,8222.900391,8222.900391,8222.900391,8222.900391,0
2004-01-14,8238.000000,8238.000000,8238.000000,8238.000000,8238.000000,0
2004-01-15,8239.000000,8239.000000,8239.000000,8239.000000,8239.000000,0
2004-01-16,8253.200195,8253.200195,8253.200195,8253.200195,8253.200195,0
2004-01-19,8244.900391,8244.900391,8244.900391,8244.900391,8244.900391,0
